Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - pickshare,https://www.crunchbase.com/funding_round/pickshare-seed--16e0765b,pickshare,https://www.crunchbase.com/organization/pickshare,Seed,"Dortmund, Nordrhein-Westfalen, Germany, Europe",,,,2022-08-02,Seed,,,,Yes,pickshare is a logistics platform for large retailers and brands.,"Consulting, Information Technology, Logistics",,https://pickshare.de/,$1M to $10M,,,,Seed,1,,"SeedCapital Dortmund, U VENTURES, Zufall Logistics Group",3,,"129,639"
Venture Round - auticon,https://www.crunchbase.com/funding_round/auticon-series-unknown--ca8d90bf,auticon,https://www.crunchbase.com/organization/auticon,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",4000000,USD,4000000,2022-02-07,,,,,Yes,auticon offers a portfolio of quality management services.,"Information Technology, Software, Test and Measurement",,http://auticon.de/,$10M to $50M,6950000,USD,6950000,,5,Autism Impact Fund,"Ananda Impact Ventures, Autism Impact Fund, Ferd, Porsche, Richard Branson",5,,"130,006"
Venture Round - Realport,https://www.crunchbase.com/funding_round/realport-series-unknown--d025476b,Realport,https://www.crunchbase.com/organization/realport,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",5000000,EUR,4975119,2022-09-05,,,,,Yes,"RealPort offers investment management, financial, brokerage, advisory and consulting services.","Angel Investment, Financial Services, Management Consulting",,https://realport.co,Less than $1M,5000000,EUR,4975119,,1,Cusp Capital,Cusp Capital,1,,"130,010"
Pre Seed Round - Ripe,https://www.crunchbase.com/funding_round/ripe-f0c8-pre-seed--1ecc4689,Ripe,https://www.crunchbase.com/organization/ripe-f0c8,Pre-Seed,"Stockholm, Stockholms Lan, Sweden, Europe",2000000,USD,2000000,2022-09-29,Seed,,,,Yes,Ripe is a data-driven customer engagement platform that helps modern sales and customer success teams drive more revenue.,Software,,http://www.getripe.com,,2000000,USD,2000000,Seed,1,"Alliance VC, Earlybird Venture Capital","Alliance VC, Earlybird Venture Capital",2,1,"137,010"
Seed Round - eeden,https://www.crunchbase.com/funding_round/eeden-f6a1-seed--089b1232,eeden,https://www.crunchbase.com/organization/eeden-f6a1,Seed,"Münster, Nordrhein-Westfalen, Germany, Europe",,,,2022-06-22,Seed,,,,Yes,Cutting-edge recycling technology for textiles.,"Fashion, Manufacturing, Recycling, Textiles",,https://eeden.world/,Less than $1M,,,,Seed,1,TechVision Fund,"Born2Grow, HTGF | High-Tech Gruenderfonds, TechVision Fund",3,4,"143,545"
Seed Round - Soba,https://www.crunchbase.com/funding_round/soba-studios-seed--3fb0a1c8,Soba,https://www.crunchbase.com/organization/soba-studios,Seed,"Berlin, Berlin, Germany, Europe",13600000,USD,13600000,2022-06-29,Seed,,,,Yes,Soba is a gaming platform that creates no-code game development tools.,"Cryptocurrency, Gaming, Online Games",,https://soba.xyz,,13600000,USD,13600000,Seed,1,Lightspeed Venture Partners,"Cherry Ventures, FTX Ventures, Jack Dunlop, Lightspeed Venture Partners, Matthew Haag, Point Nine, Tim Evans, TQ Ventures, Álvaro González de Buitrago Burgoa",9,2,"148,398"
Pre Seed Round - Otterspace,https://www.crunchbase.com/funding_round/otterspace-pre-seed--80704afd,Otterspace,https://www.crunchbase.com/organization/otterspace,Pre-Seed,"Berlin, Berlin, Germany, Europe",3700000,USD,3700000,2022-06-13,Seed,,,,Yes,Otterspace takes care of DAOs.,Software,,https://www.otterspace.xyz/,Less than $1M,3700000,USD,3700000,Seed,1,"Cherry Ventures, Inflection.xyz","Abigael Titcomb, Atka Capital, b2venture, Bessemer Venture Partners, Chen Magen, Cherry Ventures, Coinbase, Concept Ventures, DAO Jones, David Choi, Eylon Aviv, Fredrik Haga, Inflection.xyz, Jennifer Phan, Jesse Grushack, Konstantin Lomashuk, Kristin Chen, Kunal B., Mario Götze, Markus Ament, Mats Olsen, Nima Capital, NXGEN, Oliver Kicks, Peter Grosskopf, Philip Stehlik, Sandeep Nailwal, Sarah Drinkwater, Scott Fitsimones, Sillytuna, SquareOne Venture Capital, Tine Nitsch, Venkat Kondragunta, Vishesh Choudhry, Will Papper",35,,"151,950"
Seed Round - Cauldron,https://www.crunchbase.com/funding_round/cauldron-seed--af92b316,Cauldron,https://www.crunchbase.com/organization/cauldron,Seed,"London, England, United Kingdom, Europe",6600000,USD,6600000,2022-07-06,Seed,,,,Yes,Cauldron is building a new worlds that reimagine fictional experiences.,"Gaming, Graphic Design, Web3",,https://www.cauldron.co,,8000000,USD,8000000,Seed,2,Cherry Ventures,"CASSIUS, Cherry Ventures, Playfair Capital, Seedcamp",4,2,"144,869"
Series A - Evernest,https://www.crunchbase.com/funding_round/evernest-series-a--e9460223,Evernest,https://www.crunchbase.com/organization/evernest,Series A,"Hamburg, Hamburg, Germany, Europe",13000000,EUR,14775800,2022-01-11,Early Stage Venture,,,,Yes,Evernest is a real estate management company that specializes in the sale of properties in desirable areas.,"PropTech, Real Estate, Real Estate Investment, Residential",,http://www.evernest.com,$10M to $50M,19000000,EUR,21841689,Early Stage Venture,5,Prudence,"Apic Investments, Bonsai Partners, FJ Labs, Kibo Ventures, Project A Ventures, Prudence",6,1,"154,115"
Seed Round - HiPeople,https://www.crunchbase.com/funding_round/hipeople-seed--6e2eacd5,HiPeople,https://www.crunchbase.com/organization/hipeople,Seed,"Berlin, Berlin, Germany, Europe",2700000,USD,2700000,2022-10-20,Seed,,,,Yes,HiPeople makes hiring the best talent fast easy for everyone.,"B2B, Human Resources, Recruiting, SaaS, Software",,https://www.hipeople.io,Less than $1M,6800000,USD,6800000,Seed,3,,"Capnamic Ventures, Cherry Ventures, Mediahuis, Moonfire Ventures, New Forge",5,,"157,310"
Series A - MAYD Group,https://www.crunchbase.com/funding_round/mayd-group-series-a--fbf4e7ab,MAYD Group,https://www.crunchbase.com/organization/mayd-group,Series A,"Berlin, Berlin, Germany, Europe",30000000,EUR,33436913,2022-01-27,Early Stage Venture,,,,Yes,MAYD Group operates as a startup that delivers medicines in minutes.,"Delivery, Health Care, Pharmaceutical",,https://www.getmayd.com/,,43000000,EUR,48504433,Early Stage Venture,2,Lightspeed Venture Partners,"468 Capital, Earlybird Venture Capital, Flixfounders, Lightspeed Venture Partners, Target Global",5,,"155,468"
Seed Round - voiio,https://www.crunchbase.com/funding_round/voiio-seed--cee58041,voiio,https://www.crunchbase.com/organization/voiio,Seed,"Berlin, Berlin, Germany, Europe",,,,2022-07-20,Seed,,,,Yes,"voiio is the first all-in-one solution for companies that care about their employees physical, mental and emotional welfare.",Health Care,,https://voiio.de,$1M to $10M,,,,Seed,2,Ananda Impact Ventures,"Ananda Impact Ventures, Steffen Zoller",2,,"116,924"
Seed Round - automaited,https://www.crunchbase.com/funding_round/aiconomix-seed--1cc4ccf7,automaited,https://www.crunchbase.com/organization/aiconomix,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",4000000,EUR,4201460,2022-04-28,Seed,,,,Yes,"World’s first general process AI that automatically automates any business process. Quick, easy, efficient.","Artificial Intelligence (AI), B2B, Software",,https://automaited.com/,,5000000,EUR,5426309,Seed,2,,"Headline, Northzone, TechVision Fund, Visionaries Club",4,2,"117,011"
Seed Round - Payable,https://www.crunchbase.com/funding_round/payable-6db3-seed--1e19df55,Payable,https://www.crunchbase.com/organization/payable-6db3,Seed,"London, England, United Kingdom, Europe",6100000,USD,6100000,2022-10-11,Seed,,,,Yes,"We help finance and engineering teams track, reconcile and move money with our payment operations platform.","B2B, FinTech, Payments, Software",,http://payable.co,$1M to $10M,6235000,USD,6235000,Seed,2,"CRV, Earlybird Venture Capital","Clocktower Technology Ventures, Conversion Capital, CRV, Declan Kelly, Dileep Thazhmon, Earlybird Venture Capital, Eric Demuth, Francesco Simoneschi, Hristo Borisov, Mark Ransford, Nik Milanović, Paul Klanschek, Perry Blacher, Rory Stirling, Will Neale",15,3,"160,154"
Series A - JUMiNGO,https://www.crunchbase.com/funding_round/jumingo-series-a--33d535d4,JUMiNGO,https://www.crunchbase.com/organization/jumingo,Series A,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2022-06-01,Early Stage Venture,,,,Yes,JUMiNGO is as digital carrier your best shipping partner for worldwide and express shipments.,"E-Commerce, E-Commerce Platforms, Logistics, Price Comparison, Shipping, Transportation",,https://www.jumingo.com,,1000000,EUR,1076250,Early Stage Venture,2,,"Arno Nonnen, Equivia Partners, neoteq ventures, Ryan Hood, Tim Schumacher",5,2,"161,080"
Seed Round - hakuna,https://www.crunchbase.com/funding_round/hakuna-9de9-seed--0e4baac7,hakuna,https://www.crunchbase.com/organization/hakuna-9de9,Seed,"Berlin, Berlin, Germany, Europe",4000000,EUR,3932580,2022-09-21,Seed,,,,Yes,hakuna provides product protection solution for e-commerce and retail business.,"E-Commerce, Insurance, Service Industry",,https://en.hellohakuna.com/,,5500000,EUR,5630356,Seed,2,Earlybird Venture Capital,"Berthold von Freyberg, Discovery Ventures, Earlybird Venture Capital, Marc-Alexander Christ, Victor Jacobsson, Visionaries Club",6,3,"161,269"
Seed Round - Certivity,https://www.crunchbase.com/funding_round/certivity-seed--bed4858c,Certivity,https://www.crunchbase.com/organization/certivity,Seed,"München, Bayern, Germany, Europe",1400000,EUR,1497616,2022-06-07,Seed,,,,Yes,"Certivity RegTech Software solution makes regulatory management smarter, more transparent, more efficient, and way cheaper.","Legal Tech, SaaS, Software, Web Development",,https://www.certivity.io/,,1400000,EUR,1497616,Seed,1,"Earlybird Venture Capital, HTGF | High-Tech Gruenderfonds","Bernhard Kirschbaum, Earlybird Venture Capital, HTGF | High-Tech Gruenderfonds, Peter Mertens",4,2,"164,460"
Seed Round - Cedalo,https://www.crunchbase.com/funding_round/cedalo-seed--ecf62a98,Cedalo,https://www.crunchbase.com/organization/cedalo,Seed,"Freiburg, Baden-Wurttemberg, Germany, Europe",3000000,EUR,3409141,2022-02-17,Seed,,,,Yes,"Cedalo empowers non-programmers, to create and orchestrate data streams, microservices, and the digital industry.","Consumer Electronics, Electronics, Information Services, Information Technology, Software",,https://cedalo.com/,$1M to $10M,3000000,EUR,3409141,Seed,1,"Capnamic Ventures, LBBW VC","Capnamic Ventures, LBBW VC",2,4,"166,080"
Pre Seed Round - Coachinho,https://www.crunchbase.com/funding_round/coachinho-pre-seed--685b58b5,Coachinho,https://www.crunchbase.com/organization/coachinho,Pre-Seed,"Bonn, Nordrhein-Westfalen, Germany, Europe",200000,EUR,208582,2022-07-01,Seed,,,,Yes,Our interactive Learning Game App provides digital Training with Soccer Pro's based on AI - real-time feedback based on Pros' motion data.,"Artificial Intelligence (AI), Computer Vision, E-Learning, Education, eSports, Gaming, Soccer, Sports, Video on Demand",,https://coachinho.tv,,400000,EUR,445498,Seed,2,NRW.BANK,NRW.BANK,1,,"174,030"
Seed Round - catchHR,https://www.crunchbase.com/funding_round/catch-gmbh-seed--b02be0b0,catchHR,https://www.crunchbase.com/organization/catch-gmbh,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,2022-08-25,Seed,,,,Yes,catchHR is a human resources software company that offers automated applicant research.,"Human Resources, Personal Development, Recruiting",,https://www.catch.hr,,,,,Seed,1,TechVision Fund,"Christian Greb, NRW.BANK, TechVision Fund",3,1,"174,781"
Seed Round - icho systems,https://www.crunchbase.com/funding_round/icho-systems-gmbh-seed--ee8f8e50,icho systems,https://www.crunchbase.com/organization/icho-systems-gmbh,Seed,"Duisburg, Nordrhein-Westfalen, Germany, Europe",505000,USD,505000,2022-07-01,Seed,,,,Yes,Smart therapy system for treating cognitive diseases.,"Health Care, Medical Device",,https://icho-systems.de/,,2778877,USD,2778877,Seed,5,Capacura,"Capacura, NRW.BANK",2,,"180,191"
Series C - ImCheck Therapeutics,https://www.crunchbase.com/funding_round/imcheck-therapeutics-series-c--fbfa51c1,ImCheck Therapeutics,https://www.crunchbase.com/organization/imcheck-therapeutics,Series C,"Marseille, Provence-Alpes-Cote d'Azur, France, Europe",96000000,EUR,99985627,2022-06-13,Late Stage Venture,,,,Yes,ImCheck Therapeutics designs and develops immunotherapeutic antibodies for the treatment of cancer and autoimmune disease.,"Biopharma, Biotechnology, Health Care, Life Science, Therapeutics",,http://www.imchecktherapeutics.com,$1M to $10M,193110000,EUR,207831784,Late Stage Venture,7,"Andera Partners, Earlybird Venture Capital","Agent Capital, Alexandria, Andera Partners, Boehringer Ingelheim Venture Fund, Bpifrance, Earlybird Venture Capital, EQT Life Sciences, Eurazeo, Gimv, Invus, Kurma Partners, Leukemia & Lymphoma Society, Pfizer Venture Investments, Pureos Bioventures, Wellington Partners",15,11,"183,219"
Series A - Pactum,https://www.crunchbase.com/funding_round/pactum-6283-series-a--d73ab72c,Pactum,https://www.crunchbase.com/organization/pactum-6283,Series A,"Mountain View, California, United States, North America",20000000,USD,20000000,2022-12-08,Early Stage Venture,,,,Yes,Pactum AI helps companies to unlock value from thousands of suppliers by automatically negotiating contracts on a massive scale.,Artificial Intelligence (AI),,https://www.pactum.com/,$10M to $50M,55150000,USD,55150000,Early Stage Venture,6,3VC,"3VC, Atomico, Maersk Growth, Metaplanet, NordicNinja VC, Project A Ventures, Taavet+Sten",7,6,"183,871"
Series D - OneFootball,https://www.crunchbase.com/funding_round/the-football-app-series-d--e2e2129e,OneFootball,https://www.crunchbase.com/organization/the-football-app,Series D,"Berlin, Berlin, Germany, Europe",300000000,USD,300000000,2022-04-26,Late Stage Venture,700000000,USD,700000000,Yes,OneFootball is an app and platform that provides comprehensive coverage of international soccer leagues and competitions.,"Apps, Mobile Apps, News, Software, Sports",,https://company.onefootball.com,$100M to $500M,441957137,USD,441957137,,9,Liberty City Ventures,"Alsara, Animoca Brands, DAH Beteiligungs GmbH, Dapper Labs, Earlybird Venture Capital, Liberty City Ventures, Quiet Capital, RIT Capital Partners, Senator Investment Group",9,3,"184,622"
Seed Round - Luminovo,https://www.crunchbase.com/funding_round/luminovo-seed--4f7aea56,Luminovo,https://www.crunchbase.com/organization/luminovo,Seed,"Munich, Bayern, Germany, Europe",11000000,EUR,11098051,2022-08-18,Seed,,,,Yes,Luminovo's electronics supply chain platform automates procurement & quoting processes and allows for collaboration & data-driven insights.,"Electronics, SaaS, Software",,http://www.luminovo.com,$1M to $10M,13500000,EUR,13813078,Seed,3,Chalfen Ventures,"Chalfen Ventures, Cherry Ventures, Khadjavi Capital Partners, La Famiglia, Tencent, Verve Ventures",6,3,"185,139"
Initial Coin Offering - CoWSwap,https://www.crunchbase.com/funding_round/cowswap-initial-coin-offering--49b4c471,CoWSwap,https://www.crunchbase.com/organization/cowswap,Initial Coin Offering,"Lisbon, Lisboa, Portugal, Europe",23000000,USD,23000000,2022-03-29,,,,,Yes,CoWSwap is the first trading interface built on top of the CoW Protocol.,"Blockchain, Cryptocurrency, Finance",,https://swap.cow.fi/#/swap?chain=mainnet,,23000000,USD,23000000,M&A,1,,"0x, 1kx, Atka Capital, Blockchain Capital, Cherry Ventures, Collider, Delphi Ventures, Dialectic, Ethereal Ventures, Federico Nitidi, Hack VC, Hart Lambur, Hasu Fl, imToken, Itamar Lesuisse, Jordan Fish, Kronos Asset Management, LongHash Ventures, mgnr.io, P2P Capital, Profluent Capital, Prycto, Robot Ventures, SevenX Ventures, The LAO, Will Harborne, Will Price, Will Villanueva",28,,"189,757"
Series B - Upvest,https://www.crunchbase.com/funding_round/upvest-co-series-b--96e424e1,Upvest,https://www.crunchbase.com/organization/upvest-co,Series B,"Berlin, Berlin, Germany, Europe",42000000,USD,42000000,2022-06-16,Early Stage Venture,,,,Yes,Upvest is a fintech company that offers an investment API that allows businesses to offer investment services to their customers.,"Finance, Financial Services, FinTech, Information Technology, Software",,https://upvest.co,$10M to $50M,199187845,USD,199187845,Late Stage Venture,8,Bessemer Venture Partners,"10x Group, ABN AMRO Ventures, Bessemer Venture Partners, Earlybird Venture Capital, Maximilian Tayenthal, Notion Capital, Partech, Speedinvest",8,2,"191,204"
Seed Round - Alvin,https://www.crunchbase.com/funding_round/alvin-seed--a7c0a26c,Alvin,https://www.crunchbase.com/organization/alvin,Seed,"Tallinn, Harjumaa, Estonia, Europe",6100000,EUR,5920031,2022-10-12,Seed,,,,Yes,"Alvin is a SaaS company that helps data teams with data quality, reliability, cost, and governance through automated data lineage.","Big Data, Cloud Data Services, Data Integration, Information Technology, SaaS",,https://www.alvin.ai,Less than $1M,6495031,USD,6495031,Seed,2,Project A Ventures,"Chris Schagen, Icebreaker.vc, Nick Handel, Nomad Capital, Project A Ventures, Ragnar Sass",6,2,"195,680"
Seed Round - Matchory GmbH,https://www.crunchbase.com/funding_round/matchory-com-seed--e8d9d311,Matchory GmbH,https://www.crunchbase.com/organization/matchory-com,Seed,"Ulm, Baden-Wurttemberg, Germany, Europe",1600000,EUR,1628408,2022-08-17,Seed,,,,Yes,Matchory is an AI-powered platform that provides a supplier database for‍ strategic sourcing.,"Analytics, Artificial Intelligence (AI), B2B, Information Technology, Machine Learning, Procurement, SaaS, Software, Supply Chain Management",,https://matchory.com,$1M to $10M,7600000,EUR,7878415,Seed,2,Earlybird Venture Capital,Earlybird Venture Capital,1,1,"194,497"
Pre Seed Round - Bits Technology,https://www.crunchbase.com/funding_round/bits-technology-pre-seed--6ae11b20,Bits Technology,https://www.crunchbase.com/organization/bits-technology,Pre-Seed,"Stockholm, Stockholms Lan, Sweden, Europe",1000000,EUR,1000984,2022-09-08,Seed,,,,Yes,The Bits platform both orchestrates and automates the management of other fintechs’ infrastructure providers with a low-code experience.,"Financial Services, FinTech",,https://www.bits.bi/,,5000000,EUR,5413623,Seed,2,Cherry Ventures,"Alliance VC, Cherry Ventures, Foreword Ventures, Greens Ventures",4,3,"200,329"
Seed Round - Klim,https://www.crunchbase.com/funding_round/klim-seed--d20e938f,Klim,https://www.crunchbase.com/organization/klim,Seed,"Berlin, Berlin, Germany, Europe",6500000,EUR,6506396,2022-09-08,Seed,,,,Yes,Klim mission is to scale up regenerative agriculture to make agriculture part of the climate solution,"Agriculture, Impact Investing, Software, Sustainability",,https://klim.eco,$1M to $10M,28506396,USD,28506396,Early Stage Venture,5,Green Generation Fund,"AgFunder, Ananda Impact Ventures, Edaphon, FoodLabs, Green Generation Fund, kopa ventures, Ponderosa Ventures",7,,"204,652"
Series B - enmacc,https://www.crunchbase.com/funding_round/enmacc-series-b--2d6e037c,enmacc,https://www.crunchbase.com/organization/enmacc,Series B,"Munich, Bayern, Germany, Europe",,,,2022-09-28,Early Stage Venture,,,,Yes,Professional OTC energy trading for Europe,"Energy, Information Services, Information Technology, Trading Platform",,https://www.enmacc.com,$10M to $50M,10000000,EUR,11034631,Early Stage Venture,4,Alantra,"10x Group, Alantra, Cherry Ventures, Chevron Technology Ventures, Piton Capital",5,4,"206,555"
Seed Round - MARKT-PILOT,https://www.crunchbase.com/funding_round/markt-pilot-seed--a655d370,MARKT-PILOT,https://www.crunchbase.com/organization/markt-pilot,Seed,"Esslingen, Baden-Wurttemberg, Germany, Europe",6200000,EUR,6735894,2022-04-07,Seed,,,,Yes,MARKT-PILOT develops software to optimize machine manufacturers' spare parts business through market-driven pricing.,"Analytics, Machinery Manufacturing, SaaS, Software",,https://www.markt-pilot.com,$10M to $50M,49735894,USD,49735894,Early Stage Venture,2,Capnamic Ventures,Capnamic Ventures,1,,"207,777"
Series F - ottonova,https://www.crunchbase.com/funding_round/ottonova-holding-ag-series-f--f571f923,ottonova,https://www.crunchbase.com/organization/ottonova-holding-ag,Series F,"Munich, Bayern, Germany, Europe",34000000,EUR,33840207,2022-09-02,Late Stage Venture,,,,Yes,ottonova is Germany's newest and purely digital health insurance,"Health Care, Health Insurance, Insurance, InsurTech",,https://www.ottonova.de/en,$1M to $10M,159000000,EUR,174658226,Late Stage Venture,6,Cadence Growth Capital,"Cadence Growth Capital, Earlybird Venture Capital, HV Capital",3,2,"207,859"
Seed Round - Aware,https://www.crunchbase.com/funding_round/aware-e3bc-seed--b3394f9e,Aware,https://www.crunchbase.com/organization/aware-e3bc,Seed,"Berlin, Berlin, Germany, Europe",15000000,USD,15000000,2022-06-27,Seed,,,,Yes,Aware is a mobile app for evaluating health data and for researching chronic diseases.,"Apps, Health Care, Software, Wellness",,https://www.aware.app,,15000000,USD,15000000,Seed,2,"Cherry Ventures, Lakestar","Amino Collective, Cherry Ventures, Christian Reber, Florian Otto, Katharina Juenger, Lakestar, Lucas Cranach, Magnetic Capital, Naren Shaam, Simon Bolz",10,4,"214,504"
Series B - Nature Metrics,https://www.crunchbase.com/funding_round/nature-metrics-series-b--8cb44639,Nature Metrics,https://www.crunchbase.com/organization/nature-metrics,Series B,"Guildford, Surrey, United Kingdom, Europe",14000000,EUR,15025780,2022-05-26,Early Stage Venture,,,,Yes,Nature Metrics is an award-winning technology start-up using cutting-edge genetic techniques to monitor biodiversity.,"Biotechnology, Life Science",,https://www.naturemetrics.co.uk/,$10M to $50M,40150511,USD,40150511,,5,"2150, BNP Paribas","2150, Ananda Impact Ventures, Blue Oceans Partners, BNP Paribas, Green Angel Ventures, SYSTEMIQ",6,4,"214,943"
Venture Round - Numa,https://www.crunchbase.com/funding_round/cosi-hospitality-series-unknown--06aa614f,Numa,https://www.crunchbase.com/organization/cosi-hospitality,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",39440000,EUR,45125858,2022-02-07,,,,,Yes,NUMA Group is a digital hospitality platform that provides short and mid-term rentals and travel accommodations.,"Hospitality, Hotel, Rental, Travel, Travel Accommodations",,https://numastays.com,Less than $1M,119440000,EUR,133017790,Late Stage Venture,4,"DN Capital, Headline","Cherry Ventures, DN Capital, Headline, Kreos Capital, Scope Hanson, Soravia, TruVenturo",7,4,"215,416"
Series A - GOURMEY,https://www.crunchbase.com/funding_round/gourmey-series-a--7d9bfdba,GOURMEY,https://www.crunchbase.com/organization/gourmey,Series A,"Paris, Ile-de-France, France, Europe",48000000,EUR,47576946,2022-10-05,Early Stage Venture,,,,Yes,We create sustainable cultivated meat delights for an uncompromising and conscious generation.,"Alternative Protein, Food and Beverage, Life Science",,https://gourmey.com,$10M to $50M,57776946,USD,57776946,Early Stage Venture,5,Earlybird Venture Capital,"Air Street Capital, Bpifrance, Discovery Ventures, Earlybird Venture Capital, Eutopia VC, Fidji Simo, Heartcore Capital, Keen Venture Partners, Omnes Capital, Partech, Point Nine, Thia Ventures",12,4,"220,059"
Series D - Forto,https://www.crunchbase.com/funding_round/forto-series-d--0ee51ba1,Forto,https://www.crunchbase.com/organization/forto,Series D,"Berlin, Berlin, Germany, Europe",250000000,USD,250000000,2022-03-07,Late Stage Venture,1850000000,USD,1850000000,Yes,Forto is a digital freight forwarder and shipping management platform that specializes in freight forwarding.,"Freight Service, Logistics, Shipping, Software, Supply Chain Management",,https://forto.com,$10M to $50M,593383184,USD,593383184,Late Stage Venture,6,Disruptive,"A.P. Moller Holding, Disruptive, G Squared, La Famiglia, NAP, Northzone, SoftBank Vision Fund, Unbound",8,4,"220,108"
Series B - VMRay,https://www.crunchbase.com/funding_round/vmray-gmbh-series-b--b0db3d58,VMRay,https://www.crunchbase.com/organization/vmray-gmbh,Series B,"Bochum, Nordrhein-Westfalen, Germany, Europe",10500000,EUR,11143019,2022-12-19,Early Stage Venture,,,,Yes,"VMRay Analyzer is a breakthrough solution for dynamic analysis of advanced threats, including zero day and targeted attacks.","Cyber Security, Information Technology, Network Security",,https://www.vmray.com,$10M to $50M,35900000,EUR,40609814,Early Stage Venture,5,Tikehau Capital,"eCAPITAL ENTREPRENEURIAL PARTNERS, Gruenderfonds Ruhr, HTGF | High-Tech Gruenderfonds, NRW.BANK, Tikehau Capital",5,3,"221,825"
Pre Seed Round - Faircado,https://www.crunchbase.com/funding_round/faircado-pre-seed--6869f5e5,Faircado,https://www.crunchbase.com/organization/faircado,Pre-Seed,"Berlin, Berlin, Germany, Europe",750000,EUR,781362,2022-11-23,Seed,,,,Yes,"Faircado is making sustainable consumption easy, attractive and affordable through its AI-powered second-hand shopping assistant","Browser Extensions, E-Commerce, GreenTech, Marketplace, Sustainability",,https://faircado.com/,$1M to $10M,3000000,EUR,3222903,Seed,2,BackBone Ventures,"4P Capital, Atomico, BackBone Ventures, Earlybird Venture Capital, Peak Capital",5,1,"222,109"
Seed Round - Pemo,https://www.crunchbase.com/funding_round/pemo-seed--a43712f4,Pemo,https://www.crunchbase.com/organization/pemo,Seed,"Dubai, Dubai, United Arab Emirates, Asia",12000000,USD,12000000,2022-05-18,Seed,,,,Yes,Pemo is the leading all-in-one spend management solution that empowers MENA SMEs.,"Accounting, FinTech, SaaS",,https://www.pemo.io/,$1M to $10M,19000000,USD,19000000,Seed,2,"Cherry Ventures, Shorooq Partners","Abdulla Elyas, Antler, BY Venture Partners, Cherry Ventures, Darwazah Capital, FinTech Collective, Philippe Teixeira da Mota, Shorooq Partners, Speedinvest, Tomaso Rodriguez",10,2,"224,320"
Seed Round - Vaeridion,https://www.crunchbase.com/funding_round/vaeridion-seed--6fb7a5ee,Vaeridion,https://www.crunchbase.com/organization/vaeridion,Seed,"Munich, Bayern, Germany, Europe",3200000,EUR,3434921,2022-05-31,Seed,,,,Yes,Vaeridion develops electric microliners for zero-emission regional air travel.,"Air Transportation, Clean Energy, Sustainability",,https://vaeridion.com,$1M to $10M,17200000,EUR,17945294,Early Stage Venture,2,Vsquared Ventures,"Andreas Kupke, Project A Ventures, Vsquared Ventures",3,,"225,667"
Series D - Casavo,https://www.crunchbase.com/funding_round/casavo-series-d--8da519ba,Casavo,https://www.crunchbase.com/organization/casavo,Series D,"Milan, Lombardia, Italy, Europe",100000000,EUR,102305139,2022-07-19,Late Stage Venture,350000000,EUR,358067988,Yes,Casavo is a digital residential platform that is redesigning the experience of selling and buying homes in Europe.,"Finance, Property Development, Property Management, Real Estate",,https://casavo.com,$1M to $10M,728900000,EUR,792953070,Late Stage Venture,11,Exor Ventures,"360 Capital, Alexander Luik, Bonsai Partners, Bossa Invest, Endeavor Catalyst, Exor Ventures, Fuse Venture Partners, Greenoaks, Neva SGR, Ole Strohschnieder, P101, Picus Capital, Project A Ventures, Roman Kirsch, Salica, Sébastien de Lafond",16,3,"229,548"
Series B - Micropsi Industries,https://www.crunchbase.com/funding_round/micropsi-industries-series-b--29cca33f,Micropsi Industries,https://www.crunchbase.com/organization/micropsi-industries,Series B,"Berlin, Berlin, Germany, Europe",30000000,USD,30000000,2022-02-08,Early Stage Venture,63000000,USD,63000000,Yes,Micropsi Industries provides high-end machine learning solutions for robotics and process control.,"Artificial Intelligence (AI), Industrial Manufacturing, Machine Learning, Robotics",,http://www.micropsi-industries.com/,$1M to $10M,39518075,USD,39518075,Early Stage Venture,7,"Ahren Innovation Capital, Metaplanet, Vsquared Ventures","Ahren Innovation Capital, Converge, M Ventures, Metaplanet, Project A Ventures, Vsquared Ventures",6,3,"231,670"
Series A - Mondu,https://www.crunchbase.com/funding_round/mondu-series-a--dcb7899d,Mondu,https://www.crunchbase.com/organization/mondu,Series A,"Berlin, Berlin, Germany, Europe",39980000,EUR,43070062,2022-05-30,Early Stage Venture,145000000,EUR,156207077,Yes,Mondu is a fintech company that offers B2B payment services.,"B2B, Developer APIs, Financial Services, Payments",,https://www.mondu.ai,$1M to $10M,122141724,USD,122141724,Early Stage Venture,5,Valar Ventures,"Cherry Ventures, FinTech Collective, Valar Ventures",3,2,"233,285"
